external_code,category,category_slug,name_az,name_ru,synonyms,synonyms_count,name_terms,name_terms_count,requires_side,requires_direction,requires_location,is_active,created_at
KZ-075,ПТФ/поворотники,body-fog-turn,Duman fara qabı (çərçivə),Корпус противотуманной фары,duman eynəyi; duman fara eynəyi; duman fara qabı; duman fara qabı çərçivə; duman fara qapağı; duman fara çərçivəsi; duman farası eynəyi; duman farası plastması; duman farası qabı; duman farası qapaqları; duman farası qapağı; duman işığı eynəyi; duman işığı qabı; duman işığı qapağı; duman işığı çərçivəsi; duman nikeli; duman qabı; корпус рамка противотуманной фары; рамка противотуманной фары; duman eyneyi; duman fara eyneyi; duman fara qabi; duman fara qabi cercive; duman fara qapagi; duman fara cercivesi; duman farasi eyneyi; duman farasi plastmasi; duman farasi qabi; duman farasi qapaqlari; duman farasi qapagi; duman isigi eyneyi; duman isigi qabi; duman isigi qapagi; duman isigi cercivesi; duman qabi; dumaneyneyi; dumannikeli; dumanqabi,38,Duman fara qabı (çərçivə); Корпус противотуманной фары; duman eynəyi; duman fara eynəyi; duman fara qabı; duman fara qabı çərçivə; duman fara qapağı; duman fara çərçivəsi; duman farası eynəyi; duman farası plastması; duman farası qabı; duman farası qapaqları; duman farası qapağı; duman işığı eynəyi; duman işığı qabı; duman işığı qapağı; duman işığı çərçivəsi; duman nikeli; duman qabı; корпус рамка противотуманной фары; рамка противотуманной фары; duman eyneyi; duman fara eyneyi; duman fara qabi; duman fara qabi cercive; duman fara qapagi; duman fara cercivesi; duman farasi eyneyi; duman farasi plastmasi; duman farasi qabi; duman farasi qapaqlari; duman farasi qapagi; duman isigi eyneyi; duman isigi qabi; duman isigi qapagi; duman isigi cercivesi; duman qabi; dumaneyneyi; dumannikeli; dumanqabi,40,No,No,No,Yes,2026-08-22 12:03:18
KZ-008,ПТФ/поворотники,body-fog-turn,Dönmə işığı (povorotnik),Поворотник,povorotnik; dönmə işığı; donme isigi; donme isigi povorotnik; donmeisigi,5,Dönmə işığı (povorotnik); Поворотник; dönmə işığı povorotnik; povorotnik; dönmə işığı; donme isigi; donme isigi povorotnik; donmeisigi,8,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-006,ПТФ/поворотники,body-fog-turn,Duman fara,Противотуманная фара,duman farası; duman işığı; duman işığı dəsti; duman işığı seti; duman işıq seti; duman işıqları dəsti; dumana qarşı farası; alt duman işığı; duman əleyhinə işıq; duman farasi; duman isigi; duman isigi desti; duman isigi seti; duman isiq seti; duman isiqlari desti; dumana qarsi farasi; alt duman isigi; duman eleyhine isiq; dumanfarasi; dumanisigi; dumanfara; противотуманнаяфара,22,Duman fara; Противотуманная фара; duman farası; duman işığı; duman işığı dəsti; duman işığı seti; duman işıq seti; duman işıqları dəsti; dumana qarşı farası; alt duman işığı; duman əleyhinə işıq; duman farasi; duman isigi; duman isigi desti; duman isigi seti; duman isiq seti; duman isiqlari desti; dumana qarsi farasi; alt duman isigi; duman eleyhine isiq; dumanfarasi; dumanisigi; dumanfara; противотуманнаяфара,24,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-071,ПТФ/поворотники,body-fog-turn,Duman fara şüşəsi,Стекло противотуманной фары,duman fara susesi,1,Duman fara şüşəsi; Стекло противотуманной фары; duman fara susesi,3,No,No,No,Yes,2026-08-22 12:03:18
KZ-031,Панели кузова,body-panels,Lanjron,Лонжерон,ланжерон,1,Lanjron; Лонжерон; ланжерон,3,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-083,Панели кузова,body-panels,Yanacaq doldurma qapağı,Лючок топливного бака (зарядного порта),yanacaq lyuku; zaryadka qapağı; şarj lyuku; şarj qapağı; şarj yuvasının qapağı; лючок бензобака; лючок зарядки; лючок топливного бака зарядного порта; zaryadka qapagi; sarj lyuku; sarj qapagi; sarj yuvasinin qapagi; yanacaq doldurma qapagi; yanacaqlyuku; zaryadkaqapagi; sarjlyuku; sarjqapagi; лючокбензобака; лючокзарядки,19,Yanacaq doldurma qapağı; Лючок топливного бака (зарядного порта); yanacaq lyuku; zaryadka qapağı; şarj lyuku; şarj qapağı; şarj yuvasının qapağı; лючок бензобака; лючок зарядки; лючок топливного бака зарядного порта; zaryadka qapagi; sarj lyuku; sarj qapagi; sarj yuvasinin qapagi; yanacaq doldurma qapagi; yanacaqlyuku; zaryadkaqapagi; sarjlyuku; sarjqapagi; лючокбензобака; лючокзарядки,21,No,No,No,Yes,2026-08-22 12:03:18
KZ-047,Панели кузова,body-panels,Dam paneli,Панель крыши,dampaneli; панелькрыши,2,Dam paneli; Панель крыши; dampaneli; панелькрыши,4,No,No,No,Yes,2026-07-21 14:10:44
KZ-032,Панели кузова,body-panels,Kuzov paneli,Панель кузова,arxa panel; ön panel; arxa sağ saffa; saffa; ön panel abirisofka; su baçoku panel; on panel; arxa sag saffa; on panel abirisofka; su bacoku panel; arxapanel; kuzovpaneli; панелькузова,13,Kuzov paneli; Панель кузова; arxa panel; ön panel; arxa sağ saffa; saffa; ön panel abirisofka; su baçoku panel; on panel; arxa sag saffa; on panel abirisofka; su bacoku panel; arxapanel; kuzovpaneli; панелькузова,15,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-046,Панели кузова,body-panels,Döşəmə paneli,Панель пола (перед/зад/центр/багажник),багажник; зад; перед; перед зад центр багажник; центр; doseme paneli; dosemepaneli,7,Döşəmə paneli; Панель пола (перед/зад/центр/багажник); панель пола перед зад центр багажник; багажник; зад; перед; перед зад центр багажник; центр; doseme paneli; dosemepaneli,10,No,Yes,No,Yes,2026-07-21 14:10:44
KZ-074,Панели кузова,body-panels,Ekran plasması,Пластик передней панели («телевизора»),ekran alt plastması; ekran plastması; ekran üst plastması; ekran üstü plasması; mühərrik bölməsinin ekranı; paneli ekran; radiator ekranı; radiator paneli; radiator paneli ekran; radiator paneli ekranı; radiator plasması; radiator üst plasması; üst ekranı; пластик передней панели телевизора; ekran alt plastmasi; ekran plastmasi; ekran ust plastmasi; ekran ustu plasmasi; muherrik bolmesinin ekrani; radiator ekrani; radiator paneli ekrani; radiator plasmasi; radiator ust plasmasi; ust ekrani; ekran plasmasi; ekranplastmasi; paneliekran; radiatorekrani; radiatorpaneli; radiatorplasmasi; ustekrani; ekranplasmasi,32,Ekran plasması; Пластик передней панели («телевизора»); ekran alt plastması; ekran plastması; ekran üst plastması; ekran üstü plasması; mühərrik bölməsinin ekranı; paneli ekran; radiator ekranı; radiator paneli; radiator paneli ekran; radiator paneli ekranı; radiator plasması; radiator üst plasması; üst ekranı; пластик передней панели телевизора; ekran alt plastmasi; ekran plastmasi; ekran ust plastmasi; ekran ustu plasmasi; muherrik bolmesinin ekrani; radiator ekrani; radiator paneli ekrani; radiator plasmasi; radiator ust plasmasi; ust ekrani; ekran plasmasi; ekranplastmasi; paneliekran; radiatorekrani; radiatorpaneli; radiatorplasmasi; ustekrani; ekranplasmasi,34,No,No,No,Yes,2026-08-22 12:03:18
KZ-065,Панели кузова,body-panels,Yanacaq doldurma boğazının plastiki,Пластиковая обшивка горловины бака,yanacaq doldurma bogazinin plastiki,1,Yanacaq doldurma boğazının plastiki; Пластиковая обшивка горловины бака; yanacaq doldurma bogazinin plastiki,3,No,No,No,Yes,2026-07-21 14:10:44
KZ-030,Панели кузова,body-panels,Şveller (porog),Порог,porog; padnosqa; padnoşka; şveller; şveler; şveyler; padnoska; sveller; sveler; sveyler; sveller porog; svellerporog,12,Şveller (porog); Порог; şveller porog; porog; padnosqa; padnoşka; şveller; şveler; şveyler; padnoska; sveller; sveler; sveyler; sveller porog; svellerporog,15,Yes,No,No,Yes,2026-07-21 14:10:44
KZ-055,Панели кузова,body-panels,Qanad genişləndiricisi (arka),Расширитель арки / накладка бокового обвеса,расширитель арки бокового обвеса; расширитель накладка бокового обвеса; arka; qanad genislendiricisi arka,4,Qanad genişləndiricisi (arka); Расширитель арки / накладка бокового обвеса; qanad genişləndiricisi arka; расширитель арки накладка бокового обвеса; расширитель арки бокового обвеса; расширитель накладка бокового обвеса; arka; qanad genislendiricisi arka,8,Yes,Yes,No,Yes,2026-07-21 14:10:44
KZ-060,Панели кузова,body-panels,Döşəmə probkası (drenaj),Сливная пробка пола (дренаж),дренаж; drenaj; doseme probkasi drenaj,3,Döşəmə probkası (drenaj); Сливная пробка пола (дренаж); döşəmə probkası drenaj; сливная пробка пола дренаж; дренаж; drenaj; doseme probkasi drenaj,7,No,No,No,Yes,2026-07-21 14:10:44
KZ-039,Панели кузова,body-panels,Emblema/logo,Эмблема/логотип,loqo; loqosu; logo; kapot emblemi; kapotemblemi; emblemalogo; эмблемалоготип,7,Emblema/logo; Эмблема/логотип; emblema logo; эмблема логотип; loqo; loqosu; logo; kapot emblemi; kapotemblemi; emblemalogo; эмблемалоготип,11,No,No,No,Yes,2026-07-21 14:10:44
SO-030,Печка/отопитель,climate-heater,Peçin vakum paylayıcısı,Вакуумный распределитель (актуатор заслонок печки),актуатор заслонок печки; pecin vakum paylayicisi,2,Peçin vakum paylayıcısı; Вакуумный распределитель (актуатор заслонок печки); вакуумный распределитель актуатор заслонок печки; актуатор заслонок печки; pecin vakum paylayicisi,5,No,No,No,Yes,2026-07-21 14:10:44
SO-019,Печка/отопитель,climate-heater,Peçka zaslonkası (isitmə/ventilyasiya),Заслонка печки (отопления/вентиляции),вентиляции; отопления; отопления вентиляции; isitmə; isitmə ventilyasiya; ventilyasiya; isitme; isitme ventilyasiya; pecka zaslonkasi isitme ventilyasiya; отоплениявентиляции; isitmeventilyasiya,11,Peçka zaslonkası (isitmə/ventilyasiya); Заслонка печки (отопления/вентиляции); peçka zaslonkası isitmə ventilyasiya; заслонка печки отопления вентиляции; вентиляции; отопления; отопления вентиляции; isitmə; isitmə ventilyasiya; ventilyasiya; isitme; isitme ventilyasiya; pecka zaslonkasi isitme ventilyasiya; отоплениявентиляции; isitmeventilyasiya,15,No,No,No,Yes,2026-07-21 14:10:44
SO-021,Печка/отопитель,climate-heater,Peçka korpusu,Корпус печки,pecka korpusu; peckakorpusu; корпуспечки,3,Peçka korpusu; Корпус печки; pecka korpusu; peckakorpusu; корпуспечки,5,No,No,No,Yes,2026-07-21 14:10:44
SO-020,Печка/отопитель,climate-heater,Peçka kranı,Кран печки,pecka krani; peckakrani; кранпечки,3,Peçka kranı; Кран печки; pecka krani; peckakrani; кранпечки,5,No,No,No,Yes,2026-07-21 14:10:44
EL-018,Печка/отопитель,climate-heater,Fan motoru (salon/peç),Мотор вентилятора отопителя/салона,мотор вентилятора отопителя; мотор вентилятора салона; peç; salon; salon peç; pec; salon pec; fan motoru salon pec; salonpec,9,Fan motoru (salon/peç); Мотор вентилятора отопителя/салона; fan motoru salon peç; мотор вентилятора отопителя салона; мотор вентилятора отопителя; мотор вентилятора салона; peç; salon; salon peç; pec; salon pec; fan motoru salon pec; salonpec,13,No,No,No,Yes,2026-07-21 14:10:44
SO-023,Печка/отопитель,climate-heater,Peçka motoru (salon ventilyatoru),Моторчик/вентилятор печки (отопителя),моторчик печки; вентилятор печки; отопителя; daxili üfləyici; soba mühərriki; sobanın mühərriki; salon ventilyatoru; peç ventilyatoru; моторедуктор печки; peç motoreduktoru; daxili ufleyici; soba muherriki; sobanin muherriki; pec ventilyatoru; pec motoreduktoru; pecka motoru salon ventilyatoru; моторчикпечки; вентиляторпечки; daxiliufleyici; sobamuherriki; sobaninmuherriki; salonventilyatoru; pecventilyatoru; моторедукторпечки; pecmotoreduktoru,25,Peçka motoru (salon ventilyatoru); Моторчик/вентилятор печки (отопителя); peçka motoru salon ventilyatoru; моторчик вентилятор печки отопителя; моторчик печки; вентилятор печки; отопителя; daxili üfləyici; soba mühərriki; sobanın mühərriki; salon ventilyatoru; peç ventilyatoru; моторедуктор печки; peç motoreduktoru; daxili ufleyici; soba muherriki; sobanin muherriki; pec ventilyatoru; pec motoreduktoru; pecka motoru salon ventilyatoru; моторчикпечки; вентиляторпечки; daxiliufleyici; sobamuherriki; sobaninmuherriki; salonventilyatoru; pecventilyatoru; моторедукторпечки; pecmotoreduktoru,29,No,No,No,Yes,2026-07-21 14:10:44
